time,temp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.008212566375732422,26.93,-0.105567626953125,0.032755126953125,-0.00799853515624993,0.02129770992366406,-0.9122519083969465,-0.02106106870229008
1.0177156925201416,27.21235294117647,-0.095802001953125,0.042032470703125,-0.01043994140624993,0.4411450381679389,-0.4847709923664122,0.3911526717557252
2.027156114578247,27.306470588235296,-0.094825439453125,0.075968017578125,0.07793896484375007,-2.055038167938932,-3.2633969465648853,-10.639381679389313
3.0362327098846436,27.306470588235296,-0.110938720703125,-0.006795654296875,0.03155224609375007,8.708320610687023,0.49996183206106876,-0.555412213740458
4.044440746307373,27.40058823529412,-0.219825439453125,-0.027791748046875002,0.00909130859375007,15.288473282442748,14.736603053435113,-3.7538854961832064
5.0519397258758545,27.494705882352942,-0.395850830078125,-0.038289794921875,-0.06634814453124993,-5.429083969465649,-1.4008015267175573,1.559091603053435
6.060990333557129,27.494705882352942,-0.207374267578125,0.005167236328125,-0.06585986328124993,9.021297709923664,-21.904618320610687,-1.3722061068702291
7.070349216461182,27.588823529411766,-0.386085205078125,-0.016317138671875002,-0.11590869140624993,-8.627557251908398,46.011412213740456,-5.005793893129771
8.079729080200195,27.588823529411766,-0.038428955078125,0.015665283203124998,-0.05804736328124993,3.540381679389313,-12.003854961832062,6.48275572519084
9.089079856872559,27.68294117647059,-0.458594970703125,0.033731689453125,-0.06805712890624993,-10.558854961832061,25.072480916030532,1.7346641221374044
10.098384618759155,27.588823529411766,-0.039649658203125,0.061807861328125,0.006649902343750069,-5.108473282442748,18.690801526717557,11.727030534351146
11.10772442817688,27.588823529411766,-0.341407470703125,0.042032470703125,-0.006777832031249931,-17.192442748091604,-15.0343893129771,-17.04396183206107
12.117030382156372,27.68294117647059,-0.186378173828125,-0.014364013671875,-0.0023833007812499307,2.5251145038167935,-13.271030534351146,-5.4790763358778625
13.126213550567627,27.68294117647059,-0.105811767578125,0.004923095703125,0.02789013671875007,2.051832061068702,8.309122137404579,-5.082129770992367
14.135623216629028,27.777058823529412,-0.125587158203125,0.023477783203124998,-0.01556689453124993,-1.2000763358778626,2.14118320610687,-3.3340381679389313
15.145000457763672,27.68294117647059,-0.097510986328125,-0.002889404296875,-0.02386767578124993,-3.848931297709924,-3.18706106870229,1.574358778625954
16.153013467788696,27.68294117647059,-0.302100830078125,-0.040242919921875,-0.08294970703124993,16.73885496183206,-50.80538167938931,-2.7767862595419848
17.160829544067383,27.68294117647059,-0.191505126953125,0.078653564453125,-0.08026416015624993,14.319007633587786,14.026679389312976,6.48275572519084
18.170004844665527,27.777058823529412,-0.218604736328125,0.103067626953125,-0.03631884765624993,-27.688625954198475,-6.736679389312977,10.719396946564885
19.179311990737915,27.87117647058824,-0.178321533203125,-0.065145263671875,-0.06268603515624993,-4.688625954198473,-20.980954198473285,9.078175572519084
20.188643217086792,27.777058823529412,-0.014991455078125,-0.111776123046875,0.01348583984375007,-4.016870229007634,-19.187061068702292,6.215580152671755
21.197994709014893,27.87117647058824,-0.111671142578125,-0.014119873046875,0.006161621093750069,14.845725190839694,32.11828244274809,1.6354274809160305
22.207341194152832,27.777058823529412,-0.0013195800781250003,0.049600830078125,-0.004824707031249931,-27.429083969465648,5.125916030534351,6.398786259541985
23.216837882995605,27.777058823529412,-0.116798095703125,-0.003865966796875,0.03643505859375007,21.92969465648855,29.751870229007633,-8.937091603053435
24.225815534591675,27.777058823529412,-0.076026611328125,0.139200439453125,-0.01336962890624993,-16.200076335877863,-12.515305343511452,0.5743587786259542
25.234596967697144,27.87117647058824,-0.175391845703125,-0.082479248046875,-0.07391650390624993,18.815190839694655,23.27095419847328,21.31481679389313
26.243775367736816,27.87117647058824,0.054588623046875,0.179727783203125,0.01055615234375007,-16.993969465648856,-29.950419847328245,11.765198473282442
27.2531955242157,27.87117647058824,-0.225684814453125,-0.150350341796875,-0.04388720703124993,-3.6580916030534354,-29.316832061068702,11.406419847328245
28.261306762695312,27.965294117647062,0.038963623046875,-0.247762451171875,-0.03729541015624993,-53.8718320610687,-10.660343511450382,35.75756488549618
29.27002239227295,27.965294117647062,-0.401710205078125,-0.015828857421875002,-0.10467822265624993,15.372442748091602,22.385458015267176,-0.7920534351145038
30.279263496398926,27.965294117647062,-0.056739501953125,-0.256307373046875,-0.05462939453124993,-10.520687022900765,-47.7137786259542,11.719396946564885
31.288549423217773,27.965294117647062,-0.040870361328125,0.095499267578125,-0.16009814453124993,-9.200076335877863,50.63736641221374,18.436954198473284
32.297849893569946,28.059411764705885,0.077049560546875,0.078409423828125,-0.00970751953124993,-10.123740458015268,38.47706106870229,2.337717557251908
33.30714821815491,28.059411764705885,-0.293800048828125,-0.046834716796875,0.03765576171875007,-5.406183206106871,22.576297709923665,11.12397709923664
34.3165078163147,27.965294117647062,-0.438331298828125,-0.154012451171875,-0.14715869140624993,8.74648854961832,12.209885496183205,18.749931297709924
35.32578444480896,28.059411764705885,0.124168701171875,-0.0019128417968750002,-0.05365283203124993,-9.451984732824428,38.95034351145038,6.0858091603053435
36.33485269546509,27.965294117647062,-0.191749267578125,0.195352783203125,-0.11468798828124993,6.212137404580153,-18.751946564885497,-7.501977099236641
37.344099044799805,27.965294117647062,-0.013282470703125,-0.057088623046875,-0.09662158203124993,3.8762595419847323,25.47706106870229,5.436954198473282
38.35348081588745,27.965294117647062,-0.405616455078125,0.064005126953125,-0.16131884765624993,26.830458015267176,-5.477137404580152,2.620160305343511
39.362191677093506,28.059411764705885,-0.372657470703125,0.256143798828125,0.11797802734375007,14.471679389312976,-41.667977099236644,-8.05159541984733
40.37030863761902,28.059411764705885,0.161033935546875,0.373819580078125,-0.0023833007812499307,16.56328244274809,-1.721412213740458,-6.937091603053435
41.37945008277893,28.059411764705885,-0.389991455078125,0.340860595703125,-0.30585009765624993,-19.55885496183206,-54.782480916030536,-23.112664122137403
42.388760805130005,28.15352941176471,0.202049560546875,0.366495361328125,-0.16913134765624993,-8.268778625954198,44.881641221374046,-47.00579389312977
43.39802312850952,28.059411764705885,-0.462257080078125,-0.029989013671875002,-0.11444384765624993,8.853358778625953,39.30148854961832,0.3987862595419847
44.40732455253601,28.059411764705885,-0.148048095703125,0.091837158203125,-0.01776416015624993,25.93732824427481,-49.477137404580155,-30.578312977099237
45.41665077209473,28.059411764705885,-0.569678955078125,0.079874267578125,-0.12665087890624993,0.04419847328244269,48.11064885496183,-3.2195343511450383
46.426002502441406,28.059411764705885,0.009422607421875,0.207559814453125,0.02764599609375007,-13.864198473282443,-43.90461832061069,-30.5096106870229
47.4353129863739,28.059411764705885,0.181053466796875,0.092569580078125,-0.03998095703124993,-1.627557251908397,-29.919885496183205,-24.982893129770993
48.44398832321167,28.15352941176471,-0.247901611328125,0.179971923828125,0.02129833984375007,34.158702290076334,-123.3168320610687,-20.00579389312977
49.45323300361633,28.059411764705885,-0.195167236328125,0.120157470703125,-0.01874072265624993,-20.680992366412212,2.927442748091603,4.597259541984733
